id;name;year;rank
4510;"Ab Tumhare Hawale Watan Saathiyon";2004;NULL
4511;"Ab urbe condita";1965;NULL
4512;"Ab, El";1947;NULL
4513;"AB. Dun och Bolster";1989;NULL
4514;"Abacaxi azul";1944;NULL
4515;"Abachurina Post Office";1973;NULL
4516;"Abad Chor";1933;NULL
4517;"Abad Veer";1930;NULL
4518;Abadani-Ha;1993;NULL
4519;"Abade qingren";1995;5.7
4520;Abadox;1989;NULL
4521;Abai;1995;NULL
4522;Abaidha;2002;NULL
4523;"Abajo el teln";1955;6.7
4524;"Abajo espera la muerte";1966;NULL
4525;"Abajo firmantes, Los";2003;4.7
4526;"Abajo la careta";1904;NULL
4527;"Abajo los hombres";1935;NULL
4528;"Abakada ina";2001;NULL
4529;Abala;1931;NULL
4530;Aball'e;2001;NULL
4531;"Abalone Industry, The";1913;NULL
4532;Abana;1958;NULL
4533;"Abanderado, El";1943;NULL
4534;"Abanderado, El";2002;NULL
4535;"Abanderados de la Providencia, Los";1960;NULL
4536;Abandon;2002;4.7
4537;Abandon;2004;NULL
4538;"Abandon, L'";1996;NULL
4539;Abandonada;2000;NULL
4540;"Abandonadas, Las";1945;6.5
4541;Abandonado;1985;NULL
4542;"Abandonado, El";1949;NULL
4543;Abandoned;1949;5.5
4544;"Abandoned and Deceived";1995;NULL
4545;"Abandoned Eden";2004;NULL
4546;"Abandoned Field: Free Fire Zone, The";1979;NULL
4547;"Abandoned Well, The";1913;NULL
4548;"Abandoned, The";1989;NULL
4549;"Abandonment, The";1916;NULL
4550;Abandons;1985;NULL
4551;"Abang '92";1992;6.1
4552;Abang;1981;9.3
4553;"Abanico de Lady Windermere, El";1944;NULL
4554;Abanindranath;1976;NULL
4555;"Abar Aranye";2003;5.5
4556;"Abare daimyo";1959;NULL
4557;"Abare Goemon";1966;NULL
4558;"Abare inu";1965;NULL
4559;"Abare kago";1960;NULL
4560;"Abare kaido";1959;NULL
4561;Abartan;1936;NULL
4562;Abartan;1993;NULL
4564;"Abas Largas, Os";1965;NULL
4565;Abasheshe;1935;NULL
4566;Abasheshe;1985;NULL
4567;Abasheshey;1962;NULL
4568;"Abashiri Bangaichi";1965;NULL
4569;"Abashiri Bangaichi: Aku eno Chosen";1967;NULL
4570;"Abashiri Bangaichi: Bokyo-hen";1965;NULL
4571;"Abashiri Bangaichi: Dai-setsugen no Taiketsu";1966;NULL
4572;"Abashiri Bangaichi: Fubuki no Toso";1967;NULL
4573;"Abashiri Bangaichi: Hokkai-hen";1966;NULL
4574;"Abashiri Bangaichi: Ketto Reika 30 do";1967;NULL
4575;"Abashiri Bangaichi: Koya no taiketsu";1966;NULL
4576;"Abashiri Bangaichi: Nangoku no Taiketsu";1966;NULL
4577;"Abashiri ikka";1992;NULL
4578;Abastecimiento;1973;NULL
4581;"Abattoirs (Mattatoi)";1987;NULL
4582;"Abattoirs de Forchia, Les";1966;NULL
4583;Abattre;1980;NULL
4584;"Abazure no kairaku";1967;NULL
4585;"Abba Ganuv";1988;5.2
4586;"Abba Ganuv II";1989;3.5
4587;"Abba Ganuv III";1991;4.2
4588;"Abba Holekh Liktze Ha'Olam";1999;NULL
4589;"ABBA in Concert";1980;NULL
4590;"Abba Shahor Lavan";2002;NULL
4591;"Abba! A Hudgi";1959;NULL
4592;"ABBA: Our Last Video Ever";2004;NULL
4593;"ABBA: The Definitive Collection";2002;NULL
4594;"ABBA: The Movie";1977;6.1
4595;"Abba: The Winner Takes It All";1999;NULL
4596;"Abbaleh, Bo L'Luna Park";1994;NULL
4597;Abbalett;1984;NULL
4598;"Abbandonata, L'";1908;NULL
4599;Abbandono;1940;NULL
4600;Abbandono;1970;NULL
4601;"Abbas yolcu";1959;NULL
4602;"Abbase Sultan";1968;NULL
4606;"Abbaye de Kansenia, L'";1958;NULL
4607;"Abbaye de Maredsous, L'";1953;NULL
4608;Abbe;1937;NULL
4609;"Abbe and the Colonel, The";1902;NULL
4612;"Abbey Grange, The";1922;NULL
4613;"Abbey Lincoln: You Gotta Pay the Band";1993;NULL
4614;"Abbiamo solo fatto l'amore";1998;3.9
4615;"Abbiamo vinto!";1951;NULL
4616;"Abbie Down East";2002;NULL
4617;"Abbotess and the Flying Bone, The";1989;NULL
4618;"Abbott and Costello Go to Mars";1953;5
4619;"Abbott and Costello in Hollywood";1945;5.6
4620;"Abbott and Costello in the Foreign Legion";1950;5.5
4621;"Abbott and Costello Meet Captain Kidd";1952;5.2
4623;"Abbott and Costello Meet Jerry Seinfeld";1994;NULL
4624;"Abbott and Costello Meet the Invisible Man";1951;6.2
4625;"Abbott and Costello Meet the Keystone Kops";1955;5.6
4627;"Abbott and Costello Meet the Mummy";1955;5.7
4637;Abbronzatissimi;1991;5.6
4638;"Abbronzatissimi 2 - un anno dopo";1993;4
4639;Abbruch;1997;NULL
4640;"Abbuzze! Der Badesalz Film";1996;6
4641;Abby;1974;5.8
4642;"Abby Singer";2003;4.4
4643;"Abby, I Hardly Knew Ya";1995;NULL
4644;"Abby, My Love";1991;NULL
4645;"Abb Constantin, L'";1925;NULL
4646;"Abb Constantin, L'";1933;NULL
4647;"Abb Pierre, L'";1954;NULL
4648;ABC;1967;NULL
4649;"ABC - staveleg i Afrika";1962;NULL
4650;"ABC 2000: The Millennium";1999;NULL
4651;"ABC 25th Anniversary";1978;NULL
4652;"ABC 50th Anniversary Blooper Celebration";2003;NULL
4653;"ABC a Preto e Branco";1964;NULL
4654;"ABC Africa";2001;6.2
4655;"ABC da Greve";1990;NULL
4656;"ABC del amor, El";1967;NULL
4657;"ABC des Lebens";2003;NULL
4658;"ABC des Seins";1991;NULL
4659;"ABC Funshine Saturday Sneak Peek";1974;NULL
4660;"ABC im Schnee";1940;NULL
4661;"ABC milosci";1935;NULL
4662;"Abc Montessoriano";1970;NULL
4663;"ABC of Britain";1964;NULL
4664;"ABC of Love and Sex: Australia Style, The";1978;3.6
4665;"ABC of Love, The";1919;NULL
4666;"ABC Pinup";1945;NULL
4667;"ABC Saturday Morning Jam";1995;NULL
4668;"ABC tgif";1990;NULL
4669;"ABC the Alphabetic Tribe";1998;NULL
4670;"ABC's 40th Anniversary";1994;NULL
4671;"ABC's 50th Anniversary Celebration";2003;NULL
4672;"ABC's Hot Summer Soaps";1995;NULL
4673;"ABC's of Happiness, The";2001;2.5
4675;"ABC's of Newborn Baby Care";2004;NULL
4677;"ABC's of Walking Wisely";1959;NULL
4678;ABC...ZH;1971;NULL
4679;"ABC: un grand htel congolais, L'";1925;NULL
4680;ABCD;1999;5.5
4681;ABCD;2002;NULL
4682;"ABCs of Love";1953;NULL
4683;"Abdication, The";1974;5.1
4684;"Abdication, The";1976;NULL
4685;"Abdication, The";1978;NULL
4686;"Abdij van Tongerloo, De";1930;NULL
4687;Abducted;1986;4.9
4688;Abducted;1994;3.1
4689;Abducted;1996;NULL
4691;"Abducted for Pleasure";1990;NULL
4692;"Abducted II: The Reunion";1994;3.4
4693;Abducted!;2002;NULL
4694;"Abducted: A Father's Love";1996;NULL
4695;Abductees;1995;6.4
4696;Abduction;1975;4.5
4699;"Abduction Club, The";2002;6
4700;"Abduction Diaries";2002;NULL
4701;"Abduction of a Salesman";1990;NULL
4702;"Abduction of Figaro";1984;9.1
4703;"Abduction of Innocence";1996;NULL
4704;"Abduction of June";1975;NULL
4705;"Abduction of Kari Swenson, The";1987;NULL
4707;"Abduction of Parson Jones, The";1911;NULL
4708;"Abduction of Pinkie, The";1913;NULL
4709;"Abduction of Saint Anne, The";1975;NULL
4710;"Abduction of Sweet Christine, The";1993;NULL
4711;"Abduction, The";1996;NULL
4712;"Abductors, The";1905;NULL
4713;"Abductors, The";1957;4
4714;"Abductors, The";1972;3.7
4715;"Abductress, The";1992;NULL
4716;"Abdul Tapang";1968;NULL
4717;"Abdul the Bulbul Ameer";1941;8.7
4718;"Abdul the Damned";1935;NULL
4719;Abdulla;1960;NULL
4720;"Abdulla the Great";1955;4.7
4722;Abdullah;1980;7.5
4723;"Abdullah the Great";1991;NULL
4725;"Abdlhamit dserken";2003;6.2
4726;"Abe Gets Even with Father";1911;NULL
4727;"Abe Hayat";1933;NULL
4728;"Abe Hayat";1955;NULL
4729;"Abe ichizoku";1938;NULL
4730;"Abe Lincoln in Illinois";1940;7.7
4731;"Abe Lincoln in Illinois";1945;NULL
4732;"Abe Lincoln in Illinois";1957;NULL
4733;"Abe Lincoln in Illinois";1964;NULL
4734;"Abe Lincoln in Illinois: Act II";1945;NULL
4735;"Abe Lincoln: Freedom Fighter";1978;1.6
4736;"Abe's Manhood";2000;5.1
4737;"Abeceda straha";1961;NULL
4738;"Abeilles, Les";1956;NULL
4739;"Abejas, Las";1951;NULL
4740;"Abejas, Las";1978;NULL
4741;Abel;1986;7.7
4742;Abel;1996;NULL
4743;"Abel - O Pecado Nosso de Cada Dia";1998;NULL
4744;"Abel Ferrara: Not Guilty";2003;6.5
4745;"Abel Gance, une mmoire de l'avenir";1980;NULL
4746;"Abel Gance: The Charm of Dynamite";1968;NULL
4747;"Abel mit der Mundharmonika";1933;NULL
4748;"Abel Snchez";1947;NULL
4749;"Abel Villarama: Armado";1999;NULL
4750;"Abel's Island";1988;NULL
4751;"Abel, twj brat";1970;6.5
4752;Abelard;1975;NULL
4753;"Abeltje (1998/I)";1998;5.6
4754;Abemennesker;1917;NULL
4755;"Aben Kt";1992;NULL
4756;"Abend - Nacht - Morgen";1920;NULL
4757;"Abend mit Evelyn Hamann, Ein";2002;NULL
4758;"Abend mit Labiche, Ein";1980;NULL
4759;"Abend zu zweit, Ein";1969;NULL
4760;"Abend, eine Nacht, ein Morgen, Ein";1973;NULL
4761;Abendbrot;1996;NULL
4762;Abendkurs;1966;NULL
4763;Abendland;1999;5.3
4764;Abendmahl;2002;NULL
4765;"Abends Kammermusik";1965;NULL
4766;"Abendstunde im Sptherbst";1960;NULL
4767;"Abendstunde im Sptherbst";1988;NULL
4768;"Abenko gongsu gundan";1982;NULL
4769;"Abenteuer am Lido";1933;NULL
4770;"Abenteuer aus dem Englischen Garten";1982;NULL
4771;"Abenteuer der Sybille Brandt, Das";1925;NULL
4772;"Abenteuer der Thea Roland, Das";1932;NULL
4773;"Abenteuer des braven Kommandanten Kppers, Die";1967;NULL
4774;"Abenteuer des braven Soldaten Schwejk, Die";1958;NULL
4775;"Abenteuer des Grafen Bobby, Die";1961;3
4776;"Abenteuer des Knigs Pausole, Die";1933;NULL
4777;"Abenteuer des Prinzen Achmed, Die";1926;8.1
4778;"Abenteuer des Van Dola, Das";1915;NULL
4779;"Abenteuer des Werner Holt, Die";1965;8.2
4780;"Abenteuer eine Frau zu sein, Das";1972;NULL
4781;"Abenteuer einer Ballnacht, Das";1916;NULL
4783;"Abenteuer eines jungen Herrn in Polen";1934;NULL
4784;"Abenteuer eines Sommers";1973;NULL
4785;"Abenteuer eines Zehnmarkscheines, Die";1926;NULL
4786;"Abenteuer geht weiter, Das";1939;NULL
4787;"Abenteuer im Engadin";1932;NULL
4788;"Abenteuer im Grandhotel";1943;NULL
4789;"Abenteuer im roten Meer";1951;NULL
4790;"Abenteuer im Schlo";1952;NULL
4791;"Abenteuer im Sdexpress";1934;NULL
4792;"Abenteuer im Warenhaus";1917;NULL
4793;"Abenteuer in Bamsdorf";1958;NULL
4794;"Abenteuer in Marokko";1938;NULL
4795;"Abenteuer in Togoland";1961;NULL
4796;"Abenteuer in Warschau";1937;NULL
4797;"Abenteuer in Wien";1952;NULL
4798;"Abenteuer meiner Seele";1984;NULL
4799;"Abenteuer mit Blasius";1975;NULL
4800;"Abenteuer von Lady Glane, Die";1912;NULL
4801;"Abenteuer von Pico und Columbus, Die";1992;1.8
4803;"Abenteurer G.m.b.H., Die";1929;NULL
4804;"Abenteurer von Paris, Der";1936;NULL
4805;"Abenteurerin von Tunis, Die";1931;NULL
4806;"Abenteurerin, Die";2000;NULL
4807;Abeoji;1961;NULL
4808;Abeoji;1997;NULL
4809;"Aber auch ich";1999;NULL
4810;"Aber die Sehnsucht bleibt...";2003;NULL
4811;"Aber Doktor!";1980;NULL
4812;"Aber sabil";1950;NULL
4813;"Aber schn war es doch";2000;NULL
4814;"Abercrombie the Zombie";1965;NULL
4815;Aberdeen;2000;7.3
4816;"Aberdeen by Seaside and Deeside";1970;NULL
4817;"Abernathy Kids to the Rescue";1910;NULL
4818;"Aberne og det hemmelige vben";1995;4.8
4821;"Aberrant, The";1991;NULL
4822;Aberration;1997;4.8
4824;"Abesalom da Eteri";1966;NULL
4825;"Abete fulminato, L'";1914;NULL
4826;Abezara;1957;NULL
4827;"Abfahrer, Die";1978;4.6
4828;Abgedreht;2002;NULL
4829;Abgefahren;1995;NULL
4830;Abgefahren;2004;3.9
4831;Abgefunden;1982;NULL
4832;Abgehauen;1998;NULL
4833;Abgehrt;1984;NULL
4835;Abgeschminkt!;1993;6.7
4837;"Abgespritzt (N 9)";1995;NULL
4838;Abgetrieben;1992;NULL
4839;Abgrnde;1967;NULL
4840;Abgrnde;1995;NULL
4841;"Abgrndige in Herrn Gerstenberg, Das";1957;NULL
4842;"Abgrndige in Herrn Gerstenberg, Das";1966;NULL
4843;Abhagin;1938;NULL
4844;Abhaun!;2004;NULL
4845;Abhay;2001;7
4846;"Abhaya O Srikanta";1965;NULL
4847;Abhayadakshinawa;1992;NULL
4848;Abhayam;1970;NULL
4849;Abhayam;1993;NULL
4850;"Abhayam Thedi";1986;NULL
4851;"Abhi Kal Hi Ki Baat Hai";1970;NULL
4852;"Abhi To Jee Lein";1977;NULL
4853;Abhigyan;1938;NULL
4854;Abhijaan;1962;6.2
4855;Abhijaan;1973;NULL
4856;Abhijatya;1949;NULL
4857;Abhijog;1947;NULL
4858;Abhilasha;1938;NULL
4859;Abhilasha;1968;NULL
4860;"Abhilasha (1983/I)";1983;NULL
4861;"Abhilasha (1983/II)";1983;NULL
4862;Abhimaan;1949;NULL
4863;Abhimaan;1957;NULL
4864;Abhimaan;1973;8
4865;Abhimaan;1977;NULL
4866;Abhimaan;1986;NULL
4867;Abhimaan;1990;NULL
4868;Abhimanam;1960;NULL
4869;Abhimanam;1975;NULL
4870;Abhimanavanthulu;1973;NULL
4871;Abhimanyu;1948;NULL
4872;Abhimanyu;1980;NULL
4873;Abhimanyu;1983;NULL
4874;Abhimanyu;1987;NULL
4875;Abhimanyu;1989;NULL
4876;"Abhimanyu (1990/I)";1990;NULL
4877;"Abhimanyu (1990/II)";1990;NULL
4878;Abhimanyudu;1984;NULL
4879;Abhinandana;1988;NULL
4880;Abhinandanam;1976;NULL
4881;Abhinava;1940;NULL
4882;Abhinay-Nay;1945;NULL
4883;Abhinaya;1938;NULL
4884;Abhinayam;1981;NULL
4885;Abhinetri;1940;NULL
4886;Abhinetri;1970;NULL
4887;Abhinivesham;1977;NULL
4888;Abhisarika;1938;NULL
4889;Abhisarika;1990;NULL
4890;Abhishapta;1951;NULL
4891;Abhishek;1931;NULL
4892;Abhishkar;1990;NULL
4893;Abhiyatri;1947;NULL
4894;"Abhoyer Biye";1957;NULL
4895;"Abi Feij";1997;NULL
4896;"Abi foq al-Shagara";1969;4.8
4897;"Abi va Rabi";1930;NULL
4898;"Abiad wa al aswad, Al";1937;NULL
4899;Abid;1972;NULL
4901;"Abid el mal";1953;NULL
4902;Abidah;1948;NULL
4903;"Abide with Me (1914/I)";1914;NULL
4904;"Abide with Me (1914/II)";1914;NULL
4905;"Abide with Me";1916;NULL
4906;"Abide with Me";1976;NULL
4907;"Abidik gubidik";1964;NULL
4908;"Abidjan, port de pche";1962;NULL
4909;"Abie Kabibble Outwitted His Rival";1917;NULL
4910;"Abie's Imported Bride";1925;NULL
4911;"Abie's Irish Rose";1928;NULL
4912;"Abie's Irish Rose";1946;2.2
4913;Abierto;1997;NULL
4914;"Abierto de 18 a 24";1988;NULL
4915;"Abierto da y noche";1981;1.9
4917;"Abigail's Party";1977;NULL
4918;Abilene;1995;NULL
4919;Abilene;1999;5.6
4920;"Abilene Town";1946;6.3
4921;"Abilene Trail";1951;NULL
4922;"Abisa a los compaeros";1980;NULL
4923;Abismo;1972;NULL
4924;"Abismo, El";1986;NULL
4925;"Abismo, O (1977/I)";1977;NULL
4926;Abismos;1931;NULL
4927;"Abismos da Meia-Noite, Os";1984;4.4
4928;"Abismos de la vida, Los";1929;NULL
4929;"Abismos de pasin";1954;6.3
4930;"Abissi veniali";1995;NULL
4931;Abissinia;1993;4.3
4932;Abissinija;1936;NULL
4933;"Abitiamo insieme";1993;NULL
4934;Abitibi;1949;NULL
4935;"Abito nero da sposa, L'";1945;NULL
4936;"Abito nuovo, L'";1906;NULL
4937;Abituriyentka;1973;NULL
4938;Abjad;2003;6.2
4939;Abkari;1988;NULL
4940;Abla;1941;NULL
4941;"Abla Ki Shakti";1940;NULL
4942;Ablak;1966;NULL
4943;Ablakon;1985;NULL
4944;Ablaze;2001;3.7
4945;Ablaze;2004;NULL
4946;"Able Edwards";2004;4.7
4947;"Able to Do";1985;NULL
4948;"Able's House Is Green, The";2003;9.4
4949;"Able's Will";1977;NULL
4950;"Able-Minded Abe";1913;NULL
4951;"Ableminded Lady, The";1922;NULL
4952;Ablution;2002;NULL
4953;Abnegacin;1938;NULL
4954;"Abner Zurd Revealed";1999;NULL
4955;"Abnormal Ecstasy";1991;NULL
4956;"Abnormal Encounters";1993;NULL
4958;"Abnormal Man";1994;3
4959;"Abo Ali";2005;NULL
4960;"Abo el arabi wasal";2005;NULL
4961;"Aboard the Aegir";1902;NULL
4963;"Abode of Kings: Rajasthan";1990;NULL
4964;Abodh;1986;NULL
4965;"Abogado, el alcalde y el notario, El";1969;NULL
4966;"Abola Rani";1926;NULL
4967;Abolengo;1998;NULL
4968;Aboli;1953;NULL
4969;"Abolio (1988/II)";1988;8
4970;Abominable;2004;NULL
4971;"Abominable Dr. Phibes, The";1971;6.7
4972;"Abominable hombre de la Costa del Sol, El";1970;NULL
4973;"Abominable homme des douanes, L'";1963;3.8
4974;"Abominable Mountaineers, The";1967;NULL
4975;"Abominable Snow Rabbit, The";1961;6.7
4976;"Abominable Snowman, The";1957;5.9
4977;"Abominable Snowman, The";1996;3.9
4978;"Abominable Snowman, The";2005;NULL
4979;"Abomination, The";1986;2.5
4980;"Abomination: Evil Maker 2";2003;NULL
4981;"Aboneros del amor, Los";1990;NULL
4982;"Abong: Small Home";2003;NULL
4983;Aborigen;1987;NULL
4984;"Aborigine's Devotion, The";1909;NULL
4985;Abort;1924;NULL
4986;Abort;1971;NULL
4987;"Abortar en Londres";1977;NULL
4988;"Abortion and the Law";1965;NULL
4989;"Abortion at Will in the First 12 Weeks";1971;NULL
4990;"Abortion of Mary Williams, The";1997;NULL
4991;Abortion!;1967;NULL
4992;"Abortion, London's Dilemma";1970;NULL
4993;"Abortion: Desperate Choices";1992;NULL
4994;"Abortion: Public Issue or Private Matter";1971;NULL
4995;"Abortion: Stories From North and South";1984;NULL
4996;"Abortion: The Divisive Issue";1979;NULL
4997;"Aborto criminal";1973;NULL
4998;"Aborto de la naturaleza";2000;NULL
4999;"Aborto No  Um Crime, O";1975;NULL
5000;"Aborto: Canta a la vida";1983;NULL
5001;"Abortus, van breinaald tot politiek steekspel";1978;NULL
5002;"Abot hanggang sukdulan";1989;NULL
5003;"Abot kamay ang pangarap";1996;8.4
5004;"Abott Bitt au convent";1925;NULL
5005;"Abou Ben Boogie";1944;NULL
5006;"Aboud ala el hedoud";1999;NULL
5007;Abouna;2002;6.4
5008;"About a Bout";1973;NULL
5009;"About a Boy";2002;7.5
5010;"About a Girl";2001;7.7
5011;"About a Girl";2004;NULL
5013;"About Adam";2000;6.5
5014;"About Bananas";1935;NULL
5015;"About Conception and Contraception";1974;NULL
5016;"About Face";1924;NULL
5017;"About Face";1942;NULL
5018;"About Face";1952;5.1
5019;"About Face";1994;NULL
5020;"About Face";2002;NULL
5021;"About Faces";1941;NULL
5022;"About Fallout";1955;NULL
5023;"About Fallout";1963;NULL
5024;"About Family Planning";1976;NULL
5025;"About Five Minutes";1999;NULL
5026;"About Georgia";1993;NULL
5027;"About Jeanne Moreau";1995;NULL
5028;"About Last Night...";1986;5.9
5029;"About Love";1993;NULL
5030;"About Love";1999;NULL
5031;"About Love and Fly";1995;NULL
5032;"About Me: A Musical";1971;NULL
5033;"About Mrs. Leslie";1954;6.5
5034;"About Pellan";1968;NULL
5035;"About Puberty and Reproduction";1974;NULL
5036;"About Sarah";1998;NULL
5037;"About Schmidt";2002;7.4
5038;"About Sex";1970;NULL
5039;"About Tap";1985;NULL
5040;"About the White Bus";1968;NULL
5041;"About Time";1962;NULL
5042;"About Time";2002;NULL
5043;"About Us: The Dignity of Children";1997;NULL
5044;"About VD";1974;NULL
5045;"About Vivien";2000;NULL
5046;"Above & Below Maui";2003;NULL
5047;"Above & Beneath";2003;NULL
5048;"Above and Beyond";1952;6.4
5050;"Above and Beyond";2001;4.5
5051;"Above and Beyond: The Final Chapter";1994;NULL
5052;"Above Freezing";1998;4.7
5053;"Above Par";1915;NULL
5054;"Above Rubies";1932;NULL
5055;"Above Suspicion";1943;6.4
5056;"Above Suspicion";1995;6.3
5057;"Above Suspicion";2000;5.7
5058;"Above the Abyss";1915;NULL
5059;"Above the Clouds";1933;NULL
5060;"Above the Dust Level";1999;6.4
5061;"Above the Horizon";1964;NULL
5063;"Above the Law";1914;NULL
5064;"Above the Law";1988;5.2
5065;"Above the Limit";1900;3.2
5066;"Above the Rim";1994;5.7
5067;"Above the Speedway";1900;NULL
5068;"Above the Timberline: The Alpine Tundra Zone";1960;NULL
5069;"Above Us the Earth";1977;NULL
5070;"Above Us the Waves";1955;6.6
5071;"Abr-O Aftaab";1997;NULL
5072;"Abra Cadabra";1983;NULL
5073;Abracadabra;1952;NULL
5074;Abracadabra;1989;NULL
5075;Abracadabra;1993;6.9
5076;Abracadabra;1997;NULL
5077;"Abrafaxe - Unter schwarzer Flagge, Die";2001;6.3
5078;Abraham;1994;NULL
5079;"Abraham and Isaac";1992;NULL
5080;"Abraham and the Opossum";1916;NULL
5081;"Abraham en Samuel";1989;NULL
5083;"Abraham Lincoln";1930;5.6
5084;"Abraham Lincoln's Clemency";1910;NULL
5085;"Abraham's Odyssey";1998;NULL
5086;"Abrahams Gold";1990;9.3
5087;Abrantes;1933;NULL
5088;Abrantes;1936;NULL
5089;Abrantes;1937;NULL
5090;Abrasasas;1984;NULL
5091;Abraxas;2002;NULL
5092;"Abraxas, Guardian of the Universe";1991;3.5
5093;"Abrazo partido, El";2004;7.1
5094;"Abrazo, El";1998;NULL
5095;"Abrazos, tango en Buenos Aires";2003;NULL
5096;"Abre el helvtico";2003;NULL
5097;"Abre los ojos";1997;7.8
5098;"Abre tu fosa, amigo, llega Sbata...";1971;4.4
5099;"Abrechnung, Die";1963;NULL
5100;"Abrek Zaur";1926;NULL
5101;Abrelatas;1999;NULL
5102;"Abreuvoir, L'";1896;NULL
5103;"Abriaa, El";1944;NULL
5104;"Abriendo fuego";1985;NULL
5105;"Abrigo a cuadros, Un";1957;NULL
5106;"Abrigo Nuclear";1981;NULL
5107;"Abriguito, El";1996;NULL
5108;"Abril de Girn";1966;NULL
5109;"Abril de Vietnam en el ao del gato";1975;NULL
5110;"Abril Despedaado";2001;7.6
5111;"Abril no Minho";1978;NULL
5112;"Abrir las puertas del mar";1970;NULL
5113;"Abrivade, L'";1963;NULL
5114;"Abroad with Two Yanks";1944;5.5
5115;"Abrokanga malhara";1965;NULL
5116;Abry;2003;NULL
5117;"Abrzame as";1996;NULL
5118;"Abs of Steel";1991;NULL
5119;"Absage an Viktoria";1977;NULL
5120;Absalon;1912;NULL
5121;"Abschiebung, Die";1985;NULL
5122;Abschied;1930;6.3
5123;Abschied;1966;NULL
5124;Abschied;1968;NULL
5125;Abschied;1976;NULL
5126;"Abschied - Brechts letzter Sommer";2000;5.6
5127;"Abschied in Berlin";1984;NULL
5128;"Abschied in den Tod";2001;NULL
5129;"Abschied vom Abschied";1974;NULL
5130;"Abschied vom blauen Land";1985;NULL
5131;"Abschied vom falschen Paradies";1989;3.9
5132;"Abschied von Agnes";1994;NULL
5133;"Abschied von den Wolken";1959;5.6
5134;"Abschied von gestern - (Anita G.)";1966;NULL
5135;"Abschied von Hlderlin";1985;NULL
5136;"Abschied, Der";1972;NULL
5137;"Abschied, Der";2003;NULL
5138;Abschiede;1986;NULL
5139;Abschiedsbilder;1983;NULL
5140;Abschiedsdisko;1990;NULL
5141;Abschiedsvorstellung;1955;NULL
5142;Abschiedswalzer;1934;6.5
5143;Abschminken;1984;NULL
5144;Abseits;1959;NULL
5146;Absence;1999;NULL
5147;"Absence Makes the Heart Grow Fonder";1925;NULL
5148;"Absence of Emily, The";2003;NULL
5149;"Absence of Light, The";2004;NULL
5150;"Absence of Malice";1981;6.8
5151;"Absence of Malick";2003;NULL
5152;"Absence of the Good";1999;NULL
5153;"Absence of War, The";1995;NULL
5154;"Absence of Wings, The";2002;NULL
5155;"Absence Stronger Than Presence";1996;NULL
5156;"Absence, L'";1976;NULL
5157;"Absence, L'";1993;6.3
5158;"Absences du prsident, Les";1994;NULL
5159;"Absences rptes";1972;NULL
5160;"Absender unbekannt";1950;NULL
5161;Absent;1928;NULL
5162;"Absent Friends";1985;NULL
5163;"Absent Minded";1930;NULL
5164;"Absent Minded Abe";1913;NULL
5165;"Absent Minded Poet, The";1923;NULL
5166;"Absent Minded Professor, The";1961;6.5
5167;"Absent Minded Willie";1917;NULL
5168;"Absent Without Leave";1992;5.5
5169;"Absent, L'";1997;NULL
5170;"Absent-Minded Arthur";1910;NULL
5172;"Absent-Minded Burglar, An";1912;NULL
5173;"Absent-Minded Cupid, An";1909;NULL
5174;"Absent-Minded Cupid, An";1914;NULL
5175;"Absent-Minded Mother, An";1914;NULL
5176;"Absent-Minded Professor, The";1988;NULL
5177;"Absent-Minded Valet, The";1912;NULL
5178;"Absent-Minded Waiter, The";1977;7.7
5179;"Absentee, The";1915;NULL
5180;Absentminded;1925;NULL
5181;Absinthe;1913;NULL
5182;Absinthe;1914;NULL
5183;Absolitude;2001;NULL
5184;Absolon;2003;4.2
5185;"Absolument cinma: Juliette Binoche";2000;NULL
5186;"Absolument fabuleux";2001;5
5187;"Absolut 98 - Danmarks strste nytrsshow";1998;NULL
5188;"Absolut Warhola";2001;6.4
5189;"Absolutamente Certo";1957;6
5190;"Absolute Aggers and Torters";1969;NULL
5191;"Absolute Aggression";1996;2.3
5192;"Absolute Beginners";1986;5.2
5193;"Absolute Bliss";1993;NULL
5194;"Absolute Force";1997;6.3
5195;"Absolute Giganten";1999;7.6
5196;"Absolute Hell";1991;NULL
5197;"Absolute Power";1997;6.4
5198;"Absolute Quiet";1936;5.8
5199;"Absolute Quite: A Dialogue";1991;NULL
5200;"Absolute Sex";1993;NULL
5201;"Absolute Strangers";1991;NULL
5202;"Absolute Treasure, An";1967;NULL
5203;"Absolute Truth, The";1997;NULL
5204;"Absolute Zero";2001;6.2
5208;"Absolutely Everybody";2000;NULL
5209;"Absolutely Fabulous: A Life";1998;NULL
5211;"Absolutely Positive";1991;8.1
5212;Absolution;1978;5.3
5213;Absolution;2001;NULL
5214;Absolution;2002;NULL
5215;Absolution;2003;NULL
5216;"Absolution of Anthony, The";1997;5.3
5217;"Absolution, L'";1922;NULL
5218;"Absolutt blmandag";1999;6.5
5219;Absolve;2000;NULL
5220;"Absorbing Junior";1936;NULL
5221;"Absorbing Tale, An";1909;NULL
5222;Absprung;1995;NULL
5223;Abstand;1966;NULL
5224;Abstecher;1992;NULL
5225;"Abstenganse curiosos";1974;NULL
5226;Abstich;1998;NULL
5227;"Abstinence Makes the Heart Grow Fonder";1994;NULL
5228;Abstinentie;1984;NULL
5229;"Abstract Cinema";1993;NULL
5230;"Abstracte films getekend op pellicule";1930;NULL
